codice_istat;denominazione_ita_altra;denominazione_ita;denominazione_altra;cap;sigla_provincia;denominazione_provincia;tipologia_provincia;codice_regione;denominazione_regione;tipologia_regione;ripartizione_geografica;flag_capoluogo;codice_belfiore;lat;lon;superficie_kmq
004142;"Monticello d'Alba";"Monticello d'Alba";;12066;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;F669;44,7182443;7,9409824;10,0180
004143;Moretta;Moretta;;12033;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;F723;44,7639140;7,5369229;24,0782
004144;Morozzo;Morozzo;;12040;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;F743;44,4230516;7,7104388;21,7133
004145;Murazzano;Murazzano;;12060;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;F809;44,4737821;8,0188033;27,9527
004146;Murello;Murello;;12030;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;F811;44,7530041;7,6009471;17,2608
004147;Narzole;Narzole;;12068;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;F846;44,5940436;7,8705583;26,5873
004148;Neive;Neive;;12052;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;F863;44,7262797;8,1156191;21,5544
004149;Neviglie;Neviglie;;12050;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;F883;44,6920459;8,1159811;7,6334
004150;"Niella Belbo";"Niella Belbo";;12050;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;F894;44,5132893;8,0792119;11,2930
004151;"Niella Tanaro";"Niella Tanaro";;12060;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;F895;44,4148514;7,9213755;15,9994
004152;Novello;Novello;;12060;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;F961;44,5871163;7,9276788;11,6568
004153;Nucetto;Nucetto;;12070;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;F972;44,3393647;8,0588943;8,1727
004154;Oncino;Oncino;;12030;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;G066;44,6761147;7,1901656;47,3766
004155;Ormea;Ormea;;12078;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;G114;44,1485506;7,9106229;124,7995
004156;Ostana;Ostana;;12030;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;G183;44,6922736;7,1884305;14,2763
004157;Paesana;Paesana;;12034;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;G228;44,6853159;7,2767452;58,3194
004158;Pagno;Pagno;;12030;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;G240;44,6137203;7,4300207;8,5858
004159;Pamparato;Pamparato;;12087;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;G302;44,2771631;7,9138561;34,3354
004160;Paroldo;Paroldo;;12070;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;G339;44,4316881;8,0713229;12,6269
004161;Perletto;Perletto;;12070;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;G457;44,5989474;8,2141321;9,7556
004162;Perlo;Perlo;;12070;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;G458;44,3330295;8,0835597;10,2527
004163;Peveragno;Peveragno;;12016;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;G526;44,3299499;7,6171106;68,0861
004164;"Pezzolo Valle Uzzone";"Pezzolo Valle Uzzone";;12070;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;G532;44,5392524;8,1941244;26,7361
004165;Pianfei;Pianfei;;12080;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;G561;44,3705182;7,7097710;15,3235
004166;Piasco;Piasco;;12026;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;G575;44,5685997;7,4574896;10,9220
004167;Pietraporzio;Pietraporzio;;12010;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;G625;44,3440213;7,0318583;55,1188
004168;"Piobesi d'Alba";"Piobesi d'Alba";;12040;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;G683;44,7349155;7,9786686;3,9589
004169;Piozzo;Piozzo;;12060;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;G697;44,5158074;7,8923662;14,4790
004170;Pocapaglia;Pocapaglia;;12060;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;G742;44,7192317;7,8866351;17,9140
004171;Polonghera;Polonghera;;12030;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;G800;44,8033435;7,5960802;10,5410
004172;Pontechianale;Pontechianale;;12020;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;G837;44,6219810;7,0282854;95,2256
004173;Pradleves;Pradleves;;12027;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;G970;44,4185979;7,2821413;19,6791
004174;Prazzo;Prazzo;;12028;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;H011;44,4830471;7,0554484;52,4712
004175;Priero;Priero;;12070;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;H059;44,3765484;8,0923965;19,3889
004176;Priocca;Priocca;;12040;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;H068;44,7907593;8,0622058;9,0183
004177;Priola;Priola;;12070;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;H069;44,2460193;8,0223568;27,5754
004178;Prunetto;Prunetto;;12077;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;H085;44,4894268;8,1443638;14,8094
004179;Racconigi;Racconigi;;12035;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;H150;44,7676679;7,6759159;47,9571
004180;Revello;Revello;;12036;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;H247;44,6546988;7,3890482;52,3474
004181;Rifreddo;Rifreddo;;12030;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;H285;44,6506250;7,3491331;6,9473
004182;Rittana;Rittana;;12010;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;H326;44,3505703;7,4005426;11,6035
004183;Roaschia;Roaschia;;12010;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;H362;44,2701308;7,4561396;23,7118
004184;Roascio;Roascio;;12073;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;H363;44,4171093;8,0225000;6,3061
004185;Robilante;Robilante;;12017;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;H377;44,2940681;7,5111216;25,2281
004186;Roburent;Roburent;;12080;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;H378;44,3045166;7,8912847;29,9821
004187;Roccabruna;Roccabruna;;12020;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;H385;44,4765883;7,3417608;24,0351
004188;"Rocca Cigliè";"Rocca Cigliè";;12060;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;H391;44,4440266;7,9511440;7,3753
004189;"Rocca de' Baldi";"Rocca de' Baldi";;12047;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;H395;44,4301395;7,7456524;26,8033
004190;"Roccaforte Mondovì";"Roccaforte Mondovì";;12088;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;H407;44,3184068;7,7458755;84,4004
004191;Roccasparvera;Roccasparvera;;12010;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;H447;44,3414473;7,4410724;11,3995
004192;Roccavione;Roccavione;;12018;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;H453;44,3144001;7,4812007;19,1806
004193;"Rocchetta Belbo";"Rocchetta Belbo";;12050;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;H462;44,6370104;8,1751304;4,6134
004194;Roddi;Roddi;;12060;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;H472;44,6785228;7,9761208;9,2150
004195;Roddino;Roddino;;12050;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;H473;44,5744536;8,0177327;10,4207
004196;Rodello;Rodello;;12050;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;H474;44,6305370;8,0593180;9,1112
004197;Rossana;Rossana;;12020;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;H578;44,5424086;7,4326140;20,1316
004198;Ruffia;Ruffia;;12030;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;H633;44,7073004;7,6025278;7,1908
004199;"Sale delle Langhe";"Sale delle Langhe";;12070;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;H695;44,3970555;8,0834080;10,8629
004200;"Sale San Giovanni";"Sale San Giovanni";;12070;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;H704;44,3992718;8,0788146;7,8313
004201;Saliceto;Saliceto;;12079;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;H710;44,4132886;8,1668003;24,3618
004202;Salmour;Salmour;;12040;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;H716;44,5781748;7,7921823;12,5119
004203;Saluzzo;Saluzzo;;12037;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;H727;44,6455080;7,4876911;79,7382
004204;Sambuco;Sambuco;;12010;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;H746;44,3377259;7,0766967;46,3021
004205;Sampeyre;Sampeyre;;12020;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;H755;44,5793645;7,1889458;98,5683
004206;"San Benedetto Belbo";"San Benedetto Belbo";;12050;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;H770;44,4897939;8,0579026;4,8890
004207;"San Damiano Macra";"San Damiano Macra";;12029;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;H812;44,4884694;7,2563744;54,1508
004208;Sanfrè;Sanfrè;;12040;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;H851;44,7522504;7,8035792;15,3837
004209;Sanfront;Sanfront;;12030;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;H852;44,6457674;7,3202690;40,0634
004210;"San Michele Mondovì";"San Michele Mondovì";;12080;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;I037;44,3765698;7,9082315;18,1079
004211;"Sant'Albano Stura";"Sant'Albano Stura";;12040;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;I210;44,5099835;7,7209801;27,2643
004212;"Santa Vittoria d'Alba";"Santa Vittoria d'Alba";;12069;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;I316;44,6964873;7,9332310;10,0767
004213;"Santo Stefano Belbo";"Santo Stefano Belbo";;12058;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;I367;44,7075926;8,2310293;27,1269
004214;"Santo Stefano Roero";"Santo Stefano Roero";;12040;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;I372;44,7887546;7,9398823;12,9667
004215;Savigliano;Savigliano;;12038;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;I470;44,6479622;7,6574521;110,0718
004216;Scagnello;Scagnello;;12070;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;I484;44,3322757;7,9868784;8,9830
004217;Scarnafigi;Scarnafigi;;12030;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;I512;44,6817461;7,5669408;30,7466
004218;"Serralunga d'Alba";"Serralunga d'Alba";;12050;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;I646;44,6092497;8,0006722;8,6227
004219;"Serravalle Langhe";"Serravalle Langhe";;12050;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;I659;44,5609607;8,0576692;8,5351
004220;Sinio;Sinio;;12050;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;I750;44,6002481;8,0212819;8,5325
004221;Somano;Somano;;12060;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;I817;44,5358819;8,0114720;12,2553
004222;"Sommariva del Bosco";"Sommariva del Bosco";;12048;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;I822;44,7713054;7,7843794;35,2688
004223;"Sommariva Perno";"Sommariva Perno";;12040;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;I823;44,7430802;7,9052119;16,9530
004224;Stroppo;Stroppo;;12020;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;I985;44,5056907;7,1259160;28,4799
004225;Tarantasca;Tarantasca;;12020;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;L048;44,4935585;7,5452089;12,5135
004226;"Torre Bormida";"Torre Bormida";;12050;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;L252;44,5630869;8,1556394;6,8537
004227;"Torre Mondovì";"Torre Mondovì";;12080;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;L241;44,3520629;7,9002844;18,3005
004228;"Torre San Giorgio";"Torre San Giorgio";;12030;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;L278;44,7357551;7,5300318;5,4255
004229;Torresina;Torresina;;12070;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;L281;44,4321975;8,0347811;3,8474
004230;Treiso;Treiso;;12050;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;L367;44,6890702;8,0874202;9,9221
004231;"Trezzo Tinella";"Trezzo Tinella";;12050;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;L410;44,6769407;8,1075954;10,6765
004232;Trinità;Trinità;;12049;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;L427;44,5074797;7,7580509;28,0948
004233;Valdieri;Valdieri;;12010;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;L558;44,2776145;7,3961354;152,9752
004234;Valgrana;Valgrana;;12020;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;L580;44,4096853;7,3806207;22,9688
004235;Valloriate;Valloriate;;12010;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;L631;44,3381380;7,3745683;16,9143
004237;Venasca;Venasca;;12020;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;L729;44,5625223;7,3949742;20,4842
004238;Verduno;Verduno;;12060;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;L758;44,6681188;7,9337351;7,2137
004239;Vernante;Vernante;;12019;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;L771;44,2455568;7,5338168;61,6869
004240;Verzuolo;Verzuolo;;12039;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;L804;44,5995071;7,4830974;25,4055
004241;"Vezza d'Alba";"Vezza d'Alba";;12040;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;L817;44,7634856;7,9935733;14,3272
004242;Vicoforte;Vicoforte;;12080;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;L841;44,3748905;7,8649098;25,6509
004243;Vignolo;Vignolo;;12010;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;L888;44,3595537;7,4700289;8,5716
004244;Villafalletto;Villafalletto;;12020;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;L942;44,5441914;7,5389963;29,9755
004245;"Villanova Mondovì";"Villanova Mondovì";;12089;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;L974;44,3445434;7,7623353;27,9616
004246;"Villanova Solaro";"Villanova Solaro";;12030;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;L990;44,7296734;7,5759918;14,5854
004247;"Villar San Costanzo";"Villar San Costanzo";;12020;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;M015;44,4829819;7,3803123;20,1296
004248;Vinadio;Vinadio;;12010;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;M055;44,3069342;7,1741472;182,3801
004249;Viola;Viola;;12070;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;M063;44,2904622;7,9662523;21,0326
004250;Vottignasco;Vottignasco;;12020;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;M136;44,5648105;7,5782301;8,3621
005001;"Agliano Terme";"Agliano Terme";;14041;AT;Asti;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;A072;44,7907490;8,2511043;15,2384
005002;Albugnano;Albugnano;;14022;AT;Asti;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;A173;45,0780470;7,9715161;9,7562
005003;Antignano;Antignano;;14010;AT;Asti;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;A312;44,8454625;8,1337936;10,8584
005004;Aramengo;Aramengo;;14020;AT;Asti;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;A352;45,0996770;8,0019784;11,5207
005005;Asti;Asti;;14100;AT;Asti;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;SI;A479;44,8995129;8,2049712;150,4173
005006;"Azzano d'Asti";"Azzano d'Asti";;14030;AT;Asti;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;A527;44,8744333;8,2676579;6,5247
005007;"Baldichieri d'Asti";"Baldichieri d'Asti";;14011;AT;Asti;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;A588;44,9069682;8,0911076;4,9317
005008;Belveglio;Belveglio;;14040;AT;Asti;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;A770;44,8304487;8,3301103;5,3795
005009;"Berzano di San Pietro";"Berzano di San Pietro";;14020;AT;Asti;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;A812;45,0948590;7,9540244;7,2827
005010;Bruno;Bruno;;14046;AT;Asti;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;B221;44,7906604;8,4402838;9,0080
005011;Bubbio;Bubbio;;14051;AT;Asti;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;B236;44,6638640;8,2935505;15,9852
005012;"Buttigliera d'Asti";"Buttigliera d'Asti";;14021;AT;Asti;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;B306;45,0225774;7,9505529;19,2502
005013;Calamandrana;Calamandrana;;14042;AT;Asti;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;B376;44,7365618;8,3356648;12,5433
005014;"Calliano Monferrato";"Calliano Monferrato";;14031;AT;Asti;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;B418;45,0062188;8,2573348;17,7509
005015;Calosso;Calosso;;14052;AT;Asti;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;B425;44,7394181;8,2270371;15,5879
005016;"Camerano Casasco";"Camerano Casasco";;14020;AT;Asti;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;B469;44,9886285;8,0908953;7,1566
005017;Canelli;Canelli;;14053;AT;Asti;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;B594;44,7198592;8,2881758;23,7143
005018;Cantarana;Cantarana;;14010;AT;Asti;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;B633;44,9004162;8,0306724;9,4645
005019;Capriglio;Capriglio;;14014;AT;Asti;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;B707;45,0041319;8,0082417;5,1819
005020;"Casorzo Monferrato";"Casorzo Monferrato";;14032;AT;Asti;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;B991;45,0228920;8,3341606;12,9229
005021;Cassinasco;Cassinasco;;14050;AT;Asti;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;C022;44,6887047;8,3022146;11,7199
005022;"Castagnole delle Lanze";"Castagnole delle Lanze";;14054;AT;Asti;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;C049;44,7549128;8,1491345;21,7720
005023;"Castagnole Monferrato";"Castagnole Monferrato";;14030;AT;Asti;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;C047;44,9614799;8,3062292;17,4258
005024;"Castel Boglione";"Castel Boglione";;14040;AT;Asti;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;C064;44,7205655;8,3811933;11,7550
005025;Castell'Alfero;Castell'Alfero;;14033;AT;Asti;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;C127;44,9827893;8,2093972;19,9615
005026;Castellero;Castellero;;14013;AT;Asti;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;C154;44,9240043;8,0747552;4,3756
005027;"Castelletto Molina";"Castelletto Molina";;14040;AT;Asti;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;C161;44,7503768;8,4328590;3,1604
005028;"Castello di Annone";"Castello di Annone";;14034;AT;Asti;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;A300;44,8787597;8,3137187;23,0856
005029;"Castelnuovo Belbo";"Castelnuovo Belbo";;14043;AT;Asti;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;C226;44,8018401;8,4122642;9,5200
005030;"Castelnuovo Calcea";"Castelnuovo Calcea";;14040;AT;Asti;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;C230;44,7883509;8,2851516;8,2016
005031;"Castelnuovo Don Bosco";"Castelnuovo Don Bosco";;14022;AT;Asti;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;C232;45,0411961;7,9635170;21,2881
005032;"Castel Rocchero";"Castel Rocchero";;14044;AT;Asti;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;C253;44,7187793;8,4159806;5,7517
005033;Cellarengo;Cellarengo;;14010;AT;Asti;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;C438;44,8659801;7,9449759;10,5598
005034;"Celle Enomondo";"Celle Enomondo";;14010;AT;Asti;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;C440;44,8566369;8,1229814;5,5949
005035;"Cerreto d'Asti";"Cerreto d'Asti";;14020;AT;Asti;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;C528;45,0496967;8,0366045;4,2502
005036;"Cerro Tanaro";"Cerro Tanaro";;14030;AT;Asti;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;C533;44,8726414;8,3601606;4,7199
005037;Cessole;Cessole;;14050;AT;Asti;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;C583;44,6480183;8,2432013;12,2302
005038;"Chiusano d'Asti";"Chiusano d'Asti";;14025;AT;Asti;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;C658;44,9850336;8,1178203;2,2260
005039;Cinaglio;Cinaglio;;14020;AT;Asti;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;C701;44,9747983;8,1002994;5,9636
005040;"Cisterna d'Asti";"Cisterna d'Asti";;14010;AT;Asti;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;C739;44,8261552;8,0048746;10,7331
005041;Coazzolo;Coazzolo;;14054;AT;Asti;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;C804;44,7281869;8,1451216;3,8983
005042;Cocconato;Cocconato;;14023;AT;Asti;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;C807;45,0872835;8,0390309;16,7340
005044;Corsione;Corsione;;14020;AT;Asti;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;D046;45,0009039;8,1457741;5,5085
005045;Cortandone;Cortandone;;14013;AT;Asti;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;D050;44,9596782;8,0575443;4,8856
005046;Cortanze;Cortanze;;14020;AT;Asti;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;D051;45,0151863;8,0896395;4,5174
005047;Cortazzone;Cortazzone;;14010;AT;Asti;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;D052;44,9795622;8,0619107;10,3415
005048;Cortiglione;Cortiglione;;14040;AT;Asti;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;D072;44,8229427;8,3585691;8,0932
005049;Cossombrato;Cossombrato;;14020;AT;Asti;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;D101;44,9941269;8,1375506;5,5640
005050;"Costigliole d'Asti";"Costigliole d'Asti";;14055;AT;Asti;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;D119;44,7880644;8,1805847;36,4615
005051;Cunico;Cunico;;14026;AT;Asti;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;D207;45,0404477;8,0972234;6,8758
005052;"Dusino San Michele";"Dusino San Michele";;14010;AT;Asti;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;D388;44,9201554;7,9722940;12,3556
005053;Ferrere;Ferrere;;14012;AT;Asti;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;D554;44,8765287;7,9940764;13,9112
005054;Fontanile;Fontanile;;14044;AT;Asti;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;D678;44,7534097;8,4221196;7,9009
005055;Frinco;Frinco;;14030;AT;Asti;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;D802;45,0055731;8,1752065;6,7207
005056;"Grana Monferrato";"Grana Monferrato";;14031;AT;Asti;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;E134;44,9980758;8,2991629;5,8969
